category,month,count,rollavg_3month
Aggravated Assault,2020-07-01,115,104
Aggravated Assault,2020-08-01,107,108
Aggravated Assault,2020-09-01,103,108
Aggravated Assault,2020-10-01,111,107
Aggravated Assault,2020-11-01,108,107
Aggravated Assault,2020-12-01,77,99
Aggravated Assault,2021-01-01,88,91
Aggravated Assault,2021-02-01,74,80
Aggravated Assault,2021-03-01,69,77
Aggravated Assault,2021-04-01,98,80
Aggravated Assault,2021-05-01,99,89
Aggravated Assault,2021-06-01,114,104
Aggravated Assault,2021-07-01,90,101
Aggravated Assault,2021-08-01,88,97
Aggravated Assault,2021-09-01,106,95
Aggravated Assault,2021-10-01,121,105
Aggravated Assault,2021-11-01,119,115
Aggravated Assault,2021-12-01,86,109
Aggravated Assault,2022-01-01,102,102
Aggravated Assault,2022-02-01,74,87
Aggravated Assault,2022-03-01,117,98
Aggravated Assault,2022-04-01,104,98
Aggravated Assault,2022-05-01,112,111
Aggravated Assault,2022-06-01,131,116
Aggravated Assault,2022-07-01,102,115
Aggravated Assault,2022-08-01,91,108
Aggravated Assault,2022-09-01,86,93
Aggravated Assault,2022-10-01,104,94
Aggravated Assault,2022-11-01,110,100
Aggravated Assault,2022-12-01,96,103
Aggravated Assault,2023-01-01,113,106
Aggravated Assault,2023-02-01,74,94
Aggravated Assault,2023-03-01,86,91
Aggravated Assault,2023-04-01,112,91
Aggravated Assault,2023-05-01,93,97
Aggravated Assault,2023-06-01,90,98
Aggravated Assault,2023-07-01,101,95
Aggravated Assault,2023-08-01,85,92
Aggravated Assault,2023-09-01,65,84
Aggravated Assault,2023-10-01,74,75
Aggravated Assault,2023-11-01,77,72
Aggravated Assault,2023-12-01,50,67
Aggravated Assault,2024-01-01,67,65
Aggravated Assault,2024-02-01,56,58
Aggravated Assault,2024-03-01,67,63
Aggravated Assault,2024-04-01,68,64
Aggravated Assault,2024-05-01,67,67
Aggravated Assault,2024-06-01,58,64
Aggravated Assault,2024-07-01,65,63
Aggravated Assault,2024-08-01,59,61
Aggravated Assault,2024-09-01,78,67
Aggravated Assault,2024-10-01,117,85
Aggravated Assault,2024-11-01,102,99
Aggravated Assault,2024-12-01,106,108
Aggravated Assault,2025-01-01,120,109
Aggravated Assault,2025-02-01,91,106
Aggravated Assault,2025-03-01,94,102
Aggravated Assault,2025-04-01,74,86
Aggravated Assault,2025-05-01,59,76
